0,1
191,1,4,12,20
192,4,5,6,7,8,11,34
193,1,2,3,5,6,10,11,15,20,21,23,28,31,32
194,5,6,7,8,10,33
195,1,2,5,6,7,9,15,17,23,24,30
196,2,3,6,11,13,14,17
197,5,7,8,11,28,31,33
198,7,15,21,25,31,32,34
199,14,15,20,23,30,32
200,2,29
201,3,34
202,14,15,20,31,33
203,19,23
204,34
205,10,20,21,28,29,31,32,33
206,3,15,16,21,25
